,afc,,,,,
2894,642,,,,,
2895,690,,,,,
2896,660,,,,,
2897,612,,,,,
2898,750,,,,,
2899,645,,,,,
2900,702,,,,,
2901,645,,,,,
2902,702,,,,,
2903,615,,,,,
2904,705,,,,,
2905,615,,,,,
2906,732,,,,,
2907,600,,,,,
2908,720,,,,,
2909,660,,,,,
2910,723,,,,,
2911,729,,,,,
2912,849,,,,,
2913,825,,,,,
2914,753,,,,,
2915,795,,,,,
2916,669,,,,,
2917,609,,,,,
2918,600,,,,,
2919,663,,,,,
2920,666,,,,,
2921,792,,,,,
2922,729,,,,,
2923,615,,,,,
2924,729,,,,,
2925,702,,,,,
2926,810,,,,,
2927,660,,,,,
2928,672,,,,,
2929,729,,,,,
2930,609,,,,,
2931,699,,,,,
2932,780,,,,,
2933,669,,,,,
2934,699,,,,,
2935,606,,,,,
2936,600,,,,,
2937,612,,,,,
2938,693,,,,,
2939,675,,,,,
2940,615,,,,,
2941,669,,,,,
2942,696,,,,,
2943,795,,,,,
2944,690,,,,,
2945,606,,,,,
2946,729,,,,,
2947,603,,,,,
2948,600,,,,,
2949,750,,,,,
2950,732,,,,,
2951,615,,,,,
2952,603,,,,,
2953,642,,,,,
2954,663,,,,,
2955,636,,,,,
2956,660,,,,,
2957,609,,,,,
2958,603,,,,,
2959,666,,,,,
2960,615,,,,,
2961,792,,,,,
2962,699,,,,,
2963,825,,,,,
2964,603,,,,,
2965,600,,,,,
2966,663,,,,,
2967,630,,,,,
2968,735,,,,,
2969,663,,,,,
2970,696,,,,,
2971,612,,,,,
2972,792,,,,,
2973,672,,,,,
2974,765,,,,,
2975,609,,,,,
2976,609,,,,,
2977,705,,,,,
2978,606,,,,,
2979,675,,,,,
2980,600,,,,,
2981,666,,,,,
2982,645,,,,,
2983,699,,,,,
2984,669,,,,,
2985,795,,,,,
2986,699,,,,,
2987,669,,,,,
2988,672,,,,,
2989,609,,,,,
2990,705,,,,,
2991,732,,,,,
2992,630,,,,,
2993,609,,,,,
2994,645,,,,,
2995,633,,,,,
2996,735,,,,,
2997,600,,,,,
2998,645,,,,,
2999,690,,,,,
3000,675,,,,,
3001,690,,,,,
3002,729,,,,,
3003,795,,,,,
3004,822,,,,,
3005,639,,,,,
3006,642,,,,,
3007,663,,,,,
3008,729,,,,,
3009,756,,,,,
3010,609,,,,,
3011,819,,,,,
3012,855,,,,,
3013,603,,,,,
3014,732,,,,,
3015,699,,,,,
3016,606,,,,,
3017,660,,,,,
3018,612,,,,,
3019,615,,,,,
3020,603,,,,,
3021,720,,,,,
3022,756,,,,,
3023,642,,,,,
3024,612,,,,,
3025,615,,,,,
3026,705,,,,,
3027,630,,,,,
3028,615,,,,,
3029,855,,,,,
3030,789,,,,,
3031,615,,,,,
3032,645,,,,,
3033,810,,,,,
3034,789,,,,,
3035,783,,,,,
3036,759,,,,,
3037,612,,,,,
3038,645,,,,,
3039,732,,,,,
3040,726,,,,,
3041,600,,,,,
3042,705,,,,,
3043,753,,,,,
3044,639,,,,,
3045,639,,,,,
3046,789,,,,,
3047,609,,,,,
3048,705,,,,,
3049,690,,,,,
3050,603,,,,,
3051,726,,,,,
3052,705,,,,,
3053,666,,,,,
3054,735,,,,,
3055,612,,,,,
3056,639,,,,,
3057,612,,,,,
3058,795,,,,,
3059,603,,,,,
3060,792,,,,,
3061,795,,,,,
3062,729,,,,,
3063,702,,,,,
3064,690,,,,,
3065,642,,,,,
3066,669,,,,,
3067,732,,,,,
3068,603,,,,,
3069,636,,,,,
3070,723,,,,,
3071,735,,,,,
3072,699,,,,,
3073,600,,,,,
3074,732,,,,,
3075,600,,,,,
3076,615,,,,,
3077,600,,,,,
3078,720,,,,,
3079,666,,,,,
3080,666,,,,,
3081,600,,,,,
3082,705,,,,,
3083,645,,,,,
3084,735,,,,,
3085,699,,,,,
3086,612,,,,,
3087,606,,,,,
3088,645,,,,,
3089,603,,,,,
3090,669,,,,,
3091,762,,,,,
3092,699,,,,,
3093,663,,,,,
3094,702,,,,,
3095,669,,,,,
3096,660,,,,,
3097,705,,,,,
3098,765,,,,,
3099,699,,,,,
3100,666,,,,,
3101,663,,,,,
3102,822,,,,,
3103,705,,,,,
3104,660,,,,,
3105,645,,,,,
3106,693,,,,,
3107,642,,,,,
3108,705,,,,,
3109,642,,,,,
3110,792,,,,,
3111,603,,,,,
3112,705,,,,,
3113,606,,,,,
3114,672,,,,,
3115,645,,,,,
3116,675,,,,,
3117,603,,,,,
3118,603,,,,,
3119,603,,,,,
3120,705,,,,,
3121,672,,,,,
3122,672,,,,,
3123,756,,,,,
3124,639,,,,,
3125,600,,,,,
3126,792,,,,,
3127,603,,,,,
3128,642,,,,,
3129,606,,,,,
3130,642,,,,,
3131,612,,,,,
3132,660,,,,,
3133,762,,,,,
3134,705,,,,,
3135,672,,,,,
3136,729,,,,,
3137,669,,,,,
3138,735,,,,,
3139,609,,,,,
3140,603,,,,,
3141,630,,,,,
3142,609,,,,,
3143,630,,,,,
3144,645,,,,,
3145,633,,,,,
3146,609,,,,,
3147,630,,,,,
3148,732,,,,,
3149,765,,,,,
3150,765,,,,,
3151,609,,,,,
3152,609,,,,,
3153,666,,,,,
3154,663,,,,,
3155,726,,,,,
3156,609,,,,,
3157,633,,,,,
3158,666,,,,,
3159,702,,,,,
3160,630,,,,,
3161,603,,,,,
3162,705,,,,,
3163,606,,,,,
3164,699,,,,,
3165,660,,,,,
3166,750,,,,,
3167,600,,,,,
3168,666,,,,,
3169,615,,,,,
3170,615,,,,,
3171,645,,,,,
3172,645,,,,,
3173,639,,,,,
3174,666,,,,,
3175,765,,,,,
3176,606,,,,,
3177,630,,,,,
3178,660,,,,,
3179,609,,,,,
3180,723,,,,,
3181,789,,,,,
3182,642,,,,,
3183,729,,,,,
3184,609,,,,,
3185,633,,,,,
3186,636,,,,,
3187,819,,,,,
3188,645,,,,,
3189,723,,,,,
3190,630,,,,,
3191,699,,,,,
3192,666,,,,,
3193,702,,,,,
3194,702,,,,,
3195,693,,,,,
3196,612,,,,,
3197,720,,,,,
3198,732,,,,,
3199,783,,,,,
3200,705,,,,,
3201,672,,,,,
3202,723,,,,,
3203,639,,,,,
3204,696,,,,,
3205,696,,,,,
3206,885,,,,,
3207,759,,,,,
3208,612,,,,,
3209,609,,,,,
3210,753,,,,,
3211,753,,,,,
3212,615,,,,,
3213,615,,,,,
3214,639,,,,,
3215,675,,,,,
3216,726,,,,,
3217,822,,,,,
3218,672,,,,,
3219,690,,,,,
3220,729,,,,,
3221,702,,,,,
3222,615,,,,,
3223,639,,,,,
3224,615,,,,,
3225,672,,,,,
3226,696,,,,,
3227,705,,,,,
3228,705,,,,,
3229,600,,,,,
3230,615,,,,,
3231,600,,,,,
3232,705,,,,,
3233,663,,,,,
3234,735,,,,,
3235,792,,,,,
3236,642,,,,,
3237,642,,,,,
3238,639,,,,,
3239,639,,,,,
3240,630,,,,,
3241,606,,,,,
3242,825,,,,,
3243,735,,,,,
3244,666,,,,,
3245,732,,,,,
3246,702,,,,,
3247,705,,,,,
3248,600,,,,,
3249,696,,,,,
3250,693,,,,,
3251,615,,,,,
3252,822,,,,,
3253,642,,,,,
3254,723,,,,,
3255,636,,,,,
3256,645,,,,,
3257,699,,,,,
3258,735,,,,,
3259,675,,,,,
3260,690,,,,,
3261,663,,,,,
3262,660,,,,,
3263,675,,,,,
3264,606,,,,,
3265,672,,,,,
3266,675,,,,,
3267,705,,,,,
3268,759,,,,,
3269,630,,,,,
3270,705,,,,,
3271,609,,,,,
3272,603,,,,,
3273,672,,,,,
3274,612,,,,,
3275,765,,,,,
3276,672,,,,,
3277,705,,,,,
3278,759,,,,,
3279,795,,,,,
3280,726,,,,,
3281,633,,,,,
3282,609,,,,,
3283,729,,,,,
3284,786,,,,,
3285,603,,,,,
3286,792,,,,,
3287,660,,,,,
3288,822,,,,,
3289,882,,,,,
3290,852,,,,,
3291,735,,,,,
3292,759,,,,,
3293,819,,,,,
3294,705,,,,,
3295,645,,,,,
3296,753,,,,,
3297,765,,,,,
3298,633,,,,,
3299,690,,,,,
3300,666,,,,,
3301,675,,,,,
3302,705,,,,,
3303,750,,,,,
3304,645,,,,,
3305,660,,,,,
3306,615,,,,,
3307,705,,,,,
3308,756,,,,,
3309,675,,,,,
3310,693,,,,,
3311,690,,,,,
3312,600,,,,,
3313,672,,,,,
3314,762,,,,,
3315,732,,,,,
3316,759,,,,,
3317,630,,,,,
3318,723,,,,,
3319,609,,,,,
3320,762,,,,,
3321,609,,,,,
3322,669,,,,,
3323,666,,,,,
3324,762,,,,,
3325,606,,,,,
3326,699,,,,,
3327,636,,,,,
3328,735,,,,,
3329,825,,,,,
3330,702,,,,,
3331,726,,,,,
3332,666,,,,,
3333,672,,,,,
3334,606,,,,,
3335,606,,,,,
3336,669,,,,,
3337,669,,,,,
3338,855,,,,,
3339,696,,,,,
3340,732,,,,,
3341,615,,,,,
3342,606,,,,,
3343,702,,,,,
3344,633,,,,,
3345,729,,,,,
3346,726,,,,,
3347,672,,,,,
3348,645,,,,,
3349,729,,,,,
3350,756,,,,,
3351,606,,,,,
3352,630,,,,,
3353,609,,,,,
3354,702,,,,,
3355,699,,,,,
3356,642,,,,,
3357,633,,,,,
3358,723,,,,,
3359,702,,,,,
3360,660,,,,,
3361,699,,,,,
3362,663,,,,,
3363,645,,,,,
3364,693,,,,,
3365,645,,,,,
3366,675,,,,,
3367,699,,,,,
3368,855,,,,,
3369,759,,,,,
3370,615,,,,,
3371,735,,,,,
3372,669,,,,,
3373,600,,,,,
3374,750,,,,,
3375,630,,,,,
3376,663,,,,,
3377,702,,,,,
3378,735,,,,,
3379,675,,,,,
3380,666,,,,,
3381,735,,,,,
3382,639,,,,,
3383,603,,,,,
3384,669,,,,,
3385,696,,,,,
3386,690,,,,,
3387,645,,,,,
3388,663,,,,,
3389,639,,,,,
3390,660,,,,,
3391,735,,,,,
3392,630,,,,,
3393,672,,,,,
3394,669,,,,,
3395,660,,,,,
3396,792,,,,,
3397,645,,,,,
3398,765,,,,,
3399,780,,,,,
3400,675,,,,,
3401,609,,,,,
3402,672,,,,,
3403,636,,,,,
3404,705,,,,,
3405,615,,,,,
3406,795,,,,,
3407,609,,,,,
3408,759,,,,,
3409,666,,,,,
3410,642,,,,,
3411,669,,,,,
3412,612,,,,,
3413,645,,,,,
3414,645,,,,,
3415,792,,,,,
3416,645,,,,,
3417,762,,,,,
3418,855,,,,,
3419,792,,,,,
3420,753,,,,,
3421,702,,,,,
3422,750,,,,,
3423,756,,,,,
3424,609,,,,,
3425,642,,,,,
3426,669,,,,,
3427,765,,,,,
3428,600,,,,,
3429,759,,,,,
3430,786,,,,,
3431,630,,,,,
3432,660,,,,,
3433,642,,,,,
3434,735,,,,,
3435,630,,,,,
3436,795,,,,,
3437,732,,,,,
3438,615,,,,,
3439,753,,,,,
3440,750,,,,,
3441,729,,,,,
3442,726,,,,,
3443,603,,,,,
3444,600,,,,,
3445,822,,,,,
3446,735,,,,,
3447,735,,,,,
3448,675,,,,,
3449,666,,,,,
3450,600,,,,,
3451,639,,,,,
3452,630,,,,,
3453,675,,,,,
3454,612,,,,,
3455,633,,,,,
3456,600,,,,,
3457,765,,,,,
3458,669,,,,,
3459,822,,,,,
3460,720,,,,,
3461,720,,,,,
3462,672,,,,,
3463,633,,,,,
3464,600,,,,,
3465,720,,,,,
3466,819,,,,,
3467,612,,,,,
3468,645,,,,,
3469,675,,,,,
3470,795,,,,,
3471,675,,,,,
3472,822,,,,,
3473,675,,,,,
3474,600,,,,,
3475,615,,,,,
3476,720,,,,,
3477,819,,,,,
3478,732,,,,,
3479,600,,,,,
3480,723,,,,,
3481,669,,,,,
3482,633,,,,,
3483,693,,,,,
3484,690,,,,,
3485,615,,,,,
3486,723,,,,,
3487,702,,,,,
3488,606,,,,,
3489,615,,,,,
3490,732,,,,,
3491,600,,,,,
3492,690,,,,,
3493,669,,,,,
3494,702,,,,,
3495,705,,,,,
3496,663,,,,,
3497,630,,,,,
3498,855,,,,,
3499,606,,,,,
3500,603,,,,,
3501,732,,,,,
3502,615,,,,,
3503,606,,,,,
3504,852,,,,,
3505,645,,,,,
3506,609,,,,,
3507,702,,,,,
3508,672,,,,,
3509,735,,,,,
3510,609,,,,,
3511,813,,,,,
3512,609,,,,,
3513,762,,,,,
3514,765,,,,,
3515,633,,,,,
3516,630,,,,,
3517,696,,,,,
3518,810,,,,,
3519,609,,,,,
3520,633,,,,,
3521,705,,,,,
3522,666,,,,,
3523,636,,,,,
3524,846,,,,,
3525,693,,,,,
3526,615,,,,,
3527,675,,,,,
3528,702,,,,,
3529,690,,,,,
3530,762,,,,,
3531,603,,,,,
3532,762,,,,,
3533,720,,,,,
3534,639,,,,,
3535,693,,,,,
3536,762,,,,,
3537,645,,,,,
3538,693,,,,,
3539,669,,,,,
3540,645,,,,,
3541,795,,,,,
3542,606,,,,,
3543,762,,,,,
3544,702,,,,,
3545,693,,,,,
3546,702,,,,,
3547,702,,,,,
3548,612,,,,,
3549,669,,,,,
3550,675,,,,,
3551,720,,,,,
3552,606,,,,,
3553,693,,,,,
3554,615,,,,,
3555,705,,,,,
3556,702,,,,,
3557,615,,,,,
3558,645,,,,,
3559,600,,,,,
3560,606,,,,,
3561,666,,,,,
3562,732,,,,,
3563,615,,,,,
3564,780,,,,,
3565,615,,,,,
3566,669,,,,,
3567,735,,,,,
3568,645,,,,,
3569,759,,,,,
3570,699,,,,,
3571,663,,,,,
3572,699,,,,,
3573,675,,,,,
3574,765,,,,,
3575,792,,,,,
3576,672,,,,,
3577,663,,,,,
3578,630,,,,,
3579,669,,,,,
3580,663,,,,,
3581,633,,,,,
3582,675,,,,,
3583,765,,,,,
3584,789,,,,,
3585,753,,,,,
3586,690,,,,,
3587,705,,,,,
3588,693,,,,,
3589,735,,,,,
3590,669,,,,,
3591,732,,,,,
3592,663,,,,,
3593,729,,,,,
3594,603,,,,,
3595,672,,,,,
3596,672,,,,,
3597,735,,,,,
3598,735,,,,,
3599,816,,,,,
3600,639,,,,,
3601,819,,,,,
3602,702,,,,,
3603,822,,,,,
3604,750,,,,,
3605,630,,,,,
3606,696,,,,,
3607,723,,,,,
3608,609,,,,,
3609,762,,,,,
3610,810,,,,,
3611,630,,,,,
3612,732,,,,,
3613,693,,,,,
3614,600,,,,,
3615,735,,,,,
3616,735,,,,,
3617,666,,,,,
3618,639,,,,,
3619,762,,,,,
3620,609,,,,,
3621,642,,,,,
3622,696,,,,,
3623,603,,,,,
3624,666,,,,,
3625,765,,,,,
3626,720,,,,,
3627,612,,,,,
3628,606,,,,,
3629,639,,,,,
3630,675,,,,,
3631,633,,,,,
3632,633,,,,,
3633,693,,,,,
3634,612,,,,,
3635,672,,,,,
3636,639,,,,,
3637,612,,,,,
3638,699,,,,,
3639,606,,,,,
3640,675,,,,,
3641,645,,,,,
3642,726,,,,,
3643,600,,,,,
3644,666,,,,,
3645,705,,,,,
3646,609,,,,,
3647,795,,,,,
3648,720,,,,,
3649,633,,,,,
3650,669,,,,,
3651,732,,,,,
3652,630,,,,,
3653,669,,,,,
3654,609,,,,,
3655,672,,,,,
3656,699,,,,,
3657,642,,,,,
3658,609,,,,,
3659,609,,,,,
3660,675,,,,,
3661,615,,,,,
3662,792,,,,,
3663,639,,,,,
3664,699,,,,,
3665,615,,,,,
3666,603,,,,,
3667,609,,,,,
3668,696,,,,,
3669,762,,,,,
3670,645,,,,,
3671,675,,,,,
3672,705,,,,,
3673,729,,,,,
3674,600,,,,,
3675,720,,,,,
3676,720,,,,,
3677,663,,,,,
3678,699,,,,,
3679,645,,,,,
3680,750,,,,,
3681,669,,,,,
3682,609,,,,,
3683,690,,,,,
3684,735,,,,,
3685,705,,,,,
3686,762,,,,,
3687,732,,,,,
3688,660,,,,,
3689,636,,,,,
3690,690,,,,,
3691,609,,,,,
3692,615,,,,,
3693,639,,,,,
3694,633,,,,,
3695,639,,,,,
3696,699,,,,,
3697,690,,,,,
3698,606,,,,,
3699,615,,,,,
3700,750,,,,,
3701,702,,,,,
3702,720,,,,,
3703,675,,,,,
3704,600,,,,,
3705,750,,,,,
3706,615,,,,,
3707,663,,,,,
3708,645,,,,,
3709,663,,,,,
3710,672,,,,,
3711,702,,,,,
3712,756,,,,,
3713,630,,,,,
3714,699,,,,,
3715,603,,,,,
3716,663,,,,,
3717,732,,,,,
3718,663,,,,,
3719,699,,,,,
3720,672,,,,,
3721,600,,,,,
3722,705,,,,,
3723,702,,,,,
3724,645,,,,,
3725,606,,,,,
3726,696,,,,,
3727,609,,,,,
3728,663,,,,,
3729,705,,,,,
3730,603,,,,,
3731,603,,,,,
3732,603,,,,,
3733,636,,,,,
3734,663,,,,,
3735,732,,,,,
3736,645,,,,,
3737,600,,,,,
3738,675,,,,,
3739,642,,,,,
3740,732,,,,,
3741,729,,,,,
3742,669,,,,,
3743,660,,,,,
3744,672,,,,,
3745,600,,,,,
3746,729,,,,,
3747,705,,,,,
3748,666,,,,,
3749,675,,,,,
3750,756,,,,,
3751,660,,,,,
3752,786,,,,,
3753,735,,,,,
3754,606,,,,,
3755,726,,,,,
3756,600,,,,,
3757,693,,,,,
3758,675,,,,,
3759,879,,,,,
3760,609,,,,,
3761,633,,,,,
3762,810,,,,,
3763,735,,,,,
3764,606,,,,,
3765,630,,,,,
3766,666,,,,,
3767,702,,,,,
3768,615,,,,,
3769,600,,,,,
3770,609,,,,,
3771,753,,,,,
3772,675,,,,,
3773,855,,,,,
3774,612,,,,,
3775,702,,,,,
3776,783,,,,,
3777,792,,,,,
3778,636,,,,,
3779,600,,,,,
3780,615,,,,,
3781,639,,,,,
3782,723,,,,,
3783,675,,,,,
3784,819,,,,,
3785,723,,,,,
3786,630,,,,,
3787,672,,,,,
3788,765,,,,,
3789,702,,,,,
3790,633,,,,,
3791,609,,,,,
3792,690,,,,,
3793,636,,,,,
3794,600,,,,,
3795,639,,,,,
3796,603,,,,,
3797,669,,,,,
3798,765,,,,,
3799,702,,,,,
3800,702,,,,,
3801,636,,,,,
3802,735,,,,,
3803,720,,,,,
3804,645,,,,,
3805,645,,,,,
3806,663,,,,,
3807,720,,,,,
3808,663,,,,,
3809,690,,,,,
3810,675,,,,,
3811,639,,,,,
3812,636,,,,,
3813,636,,,,,
3814,615,,,,,
3815,852,,,,,
3816,672,,,,,
3817,705,,,,,
3818,789,,,,,
3819,729,,,,,
3820,720,,,,,
3821,765,,,,,
3822,645,,,,,
3823,672,,,,,
3824,699,,,,,
3825,705,,,,,
3826,666,,,,,
3827,642,,,,,
3828,642,,,,,
3829,690,,,,,
3830,603,,,,,
3831,615,,,,,
3832,612,,,,,
3833,735,,,,,
3834,705,,,,,
3835,702,,,,,
3836,660,,,,,
3837,600,,,,,
3838,885,,,,,
3839,609,,,,,
3840,600,,,,,
3841,693,,,,,
3842,813,,,,,
3843,600,,,,,
3844,642,,,,,
3845,690,,,,,
3846,762,,,,,
3847,675,,,,,
3848,669,,,,,
3849,606,,,,,
3850,735,,,,,
3851,606,,,,,
3852,645,,,,,
3853,705,,,,,
3854,666,,,,,
3855,702,,,,,
3856,603,,,,,
3857,669,,,,,
3858,663,,,,,
3859,606,,,,,
3860,699,,,,,
3861,660,,,,,
3862,690,,,,,
3863,735,,,,,
3864,672,,,,,
3865,660,,,,,
3866,645,,,,,
3867,609,,,,,
3868,699,,,,,
3869,735,,,,,
3870,669,,,,,
3871,633,,,,,
3872,606,,,,,
3873,729,,,,,
3874,735,,,,,
3875,600,,,,,
3876,609,,,,,
3877,735,,,,,
3878,699,,,,,
3879,735,,,,,
3880,636,,,,,
3881,630,,,,,
3882,645,,,,,
3883,705,,,,,
3884,702,,,,,
3885,639,,,,,
3886,675,,,,,
3887,639,,,,,
3888,855,,,,,
3889,753,,,,,
3890,705,,,,,
3891,705,,,,,
3892,750,,,,,
3893,729,,,,,
3894,882,,,,,
3895,702,,,,,
3896,885,,,,,
3897,669,,,,,
3898,633,,,,,
3899,705,,,,,
3900,720,,,,,
3901,675,,,,,
3902,702,,,,,
3903,702,,,,,
3904,633,,,,,
3905,705,,,,,
3906,633,,,,,
3907,609,,,,,
3908,705,,,,,
3909,723,,,,,
3910,663,,,,,
3911,606,,,,,
3912,705,,,,,
3913,609,,,,,
3914,630,,,,,
3915,675,,,,,
3916,885,,,,,
3917,762,,,,,
3918,642,,,,,
3919,765,,,,,
3920,705,,,,,
3921,645,,,,,
3922,630,,,,,
3923,729,,,,,
3924,732,,,,,
3925,660,,,,,
3926,609,,,,,
3927,765,,,,,
3928,669,,,,,
3929,633,,,,,
3930,603,,,,,
3931,603,,,,,
3932,645,,,,,
3933,600,,,,,
3934,882,,,,,
3935,612,,,,,
3936,765,,,,,
3937,603,,,,,
3938,615,,,,,
3939,663,,,,,
3940,783,,,,,
3941,603,,,,,
3942,642,,,,,
3943,699,,,,,
3944,663,,,,,
3945,705,,,,,
3946,660,,,,,
3947,675,,,,,
3948,612,,,,,
3949,609,,,,,
3950,630,,,,,
3951,750,,,,,
3952,699,,,,,
3953,603,,,,,
3954,642,,,,,
3955,675,,,,,
3956,615,,,,,
3957,759,,,,,
3958,705,,,,,
3959,603,,,,,
3960,672,,,,,
3961,603,,,,,
3962,729,,,,,
3963,603,,,,,
3964,735,,,,,
3965,603,,,,,
3966,633,,,,,
3967,735,,,,,
3968,663,,,,,
3969,600,,,,,
3970,642,,,,,
3971,705,,,,,
3972,603,,,,,
3973,675,,,,,
3974,633,,,,,
3975,615,,,,,
3976,735,,,,,
3977,735,,,,,
3978,789,,,,,
3979,702,,,,,
3980,690,,,,,
3981,663,,,,,
3982,849,,,,,
3983,726,,,,,
3984,705,,,,,
3985,645,,,,,
3986,630,,,,,
3987,603,,,,,
3988,753,,,,,
3989,663,,,,,
3990,660,,,,,
3991,669,,,,,
3992,615,,,,,
3993,765,,,,,
3994,603,,,,,
3995,675,,,,,
3996,792,,,,,
3997,615,,,,,
3998,660,,,,,
3999,672,,,,,
4000,762,,,,,
4001,633,,,,,
4002,639,,,,,
4003,660,,,,,
4004,603,,,,,
4005,702,,,,,
4006,762,,,,,
4007,600,,,,,
4008,645,,,,,
4009,705,,,,,
4010,630,,,,,
4011,843,,,,,
4012,609,,,,,
4013,810,,,,,
4014,642,,,,,
4015,693,,,,,
4016,723,,,,,
4017,600,,,,,
4018,732,,,,,
4019,615,,,,,
4020,630,,,,,
4021,669,,,,,
4022,819,,,,,
4023,600,,,,,
4024,663,,,,,
4025,735,,,,,
4026,705,,,,,
4027,669,,,,,
4028,642,,,,,
4029,615,,,,,
4030,639,,,,,
4031,693,,,,,
4032,639,,,,,
4033,765,,,,,
4034,606,,,,,
4035,699,,,,,
4036,606,,,,,
4037,696,,,,,
4038,699,,,,,
4039,675,,,,,
4040,723,,,,,
4041,600,,,,,
4042,600,,,,,
4043,672,,,,,
4044,705,,,,,
4045,732,,,,,
4046,792,,,,,
4047,693,,,,,
4048,606,,,,,
4049,672,,,,,
4050,615,,,,,
4051,675,,,,,
4052,642,,,,,
4053,705,,,,,
4054,690,,,,,
4055,705,,,,,
4056,660,,,,,
4057,669,,,,,
4058,720,,,,,
4059,615,,,,,
4060,666,,,,,
4061,639,,,,,
4062,606,,,,,
4063,672,,,,,
4064,639,,,,,
4065,729,,,,,
4066,762,,,,,
4067,612,,,,,
4068,690,,,,,
4069,693,,,,,
4070,765,,,,,
4071,615,,,,,
4072,636,,,,,
4073,690,,,,,
4074,645,,,,,
4075,663,,,,,
4076,666,,,,,
4077,675,,,,,
4078,735,,,,,
4079,630,,,,,
4080,705,,,,,
4081,672,,,,,
4082,639,,,,,
4083,705,,,,,
4084,603,,,,,
4085,780,,,,,
4086,603,,,,,
4087,612,,,,,
4088,732,,,,,
4089,639,,,,,
4090,732,,,,,
4091,750,,,,,
4092,696,,,,,
4093,705,,,,,
4094,609,,,,,
4095,600,,,,,
4096,696,,,,,
4097,759,,,,,
4098,660,,,,,
4099,705,,,,,
4100,633,,,,,
4101,702,,,,,
4102,702,,,,,
4103,720,,,,,
4104,603,,,,,
4105,615,,,,,
4106,669,,,,,
4107,792,,,,,
4108,612,,,,,
4109,603,,,,,
4110,729,,,,,
4111,633,,,,,
4112,639,,,,,
4113,600,,,,,
4114,732,,,,,
4115,645,,,,,
4116,765,,,,,
4117,699,,,,,
4118,726,,,,,
4119,720,,,,,
4120,663,,,,,
4121,615,,,,,
4122,642,,,,,
4123,705,,,,,
4124,672,,,,,
4125,603,,,,,
4126,633,,,,,
4127,603,,,,,
4128,765,,,,,
4129,630,,,,,
4130,600,,,,,
4131,885,,,,,
4132,645,,,,,
4133,693,,,,,
4134,672,,,,,
4135,723,,,,,
4136,672,,,,,
4137,753,,,,,
4138,663,,,,,
4139,606,,,,,
4140,759,,,,,
4141,660,,,,,
4142,660,,,,,
4143,789,,,,,
4144,642,,,,,
4145,672,,,,,
4146,669,,,,,
4147,732,,,,,
4148,669,,,,,
4149,609,,,,,
4150,675,,,,,
4151,600,,,,,
4152,753,,,,,
4153,645,,,,,
4154,660,,,,,
4155,663,,,,,
4156,813,,,,,
4157,705,,,,,
4158,735,,,,,
4159,699,,,,,
4160,732,,,,,
4161,606,,,,,
4162,765,,,,,
4163,810,,,,,
4164,735,,,,,
4165,606,,,,,
4166,765,,,,,
4167,636,,,,,
4168,642,,,,,
4169,675,,,,,
4170,720,,,,,
4171,723,,,,,
4172,666,,,,,
4173,660,,,,,
4174,639,,,,,
4175,732,,,,,
4176,603,,,,,
4177,669,,,,,
4178,615,,,,,
4179,699,,,,,
4180,729,,,,,
4181,705,,,,,
4182,603,,,,,
4183,825,,,,,
4184,645,,,,,
4185,663,,,,,
4186,600,,,,,
4187,735,,,,,
4188,672,,,,,
4189,732,,,,,
4190,705,,,,,
4191,630,,,,,
4192,660,,,,,
4193,669,,,,,
4194,702,,,,,
4195,819,,,,,
4196,765,,,,,
4197,813,,,,,
4198,642,,,,,
4199,639,,,,,
4200,600,,,,,
4201,789,,,,,
4202,633,,,,,
4203,690,,,,,
4204,750,,,,,
4205,675,,,,,
4206,615,,,,,
4207,636,,,,,
4208,855,,,,,
4209,645,,,,,
4210,732,,,,,
4211,732,,,,,
4212,609,,,,,
4213,765,,,,,
4214,609,,,,,
4215,636,,,,,
4216,660,,,,,
4217,732,,,,,
4218,645,,,,,
4219,732,,,,,
4220,693,,,,,
4221,600,,,,,
4222,765,,,,,
4223,720,,,,,
4224,759,,,,,
4225,882,,,,,
4226,663,,,,,
4227,639,,,,,
4228,663,,,,,
4229,756,,,,,
4230,612,,,,,
4231,825,,,,,
4232,720,,,,,
4233,729,,,,,
4234,666,,,,,
4235,639,,,,,
4236,693,,,,,
4237,609,,,,,
4238,600,,,,,
4239,645,,,,,
4240,600,,,,,
4241,753,,,,,
4242,885,,,,,
4243,609,,,,,
4244,606,,,,,
4245,615,,,,,
4246,609,,,,,
4247,600,,,,,
4248,732,,,,,
4249,612,,,,,
4250,600,,,,,
4251,675,,,,,
4252,705,,,,,
4253,675,,,,,
4254,663,,,,,
4255,690,,,,,
4256,792,,,,,
4257,672,,,,,
4258,633,,,,,
4259,666,,,,,
4260,630,,,,,
4261,693,,,,,
4262,606,,,,,
4263,702,,,,,
4264,765,,,,,
4265,795,,,,,
4266,642,,,,,
4267,663,,,,,
4268,750,,,,,
4269,609,,,,,
4270,603,,,,,
4271,732,,,,,
4272,609,,,,,
4273,675,,,,,
4274,615,,,,,
4275,612,,,,,
4276,756,,,,,
4277,603,,,,,
4278,732,,,,,
4279,825,,,,,
4280,735,,,,,
4281,645,,,,,
4282,705,,,,,
4283,732,,,,,
4284,672,,,,,
4285,825,,,,,
4286,600,,,,,
4287,600,,,,,
4288,705,,,,,
4289,732,,,,,
4290,630,,,,,
4291,660,,,,,
4292,735,,,,,
