,dpn,calf_bw,pw_adg,wa,ww,bega,belg,kirmt,tseday,negative,positive,,,,,
3329,8,29,0.140692641,13.2,42,0,0,0,1,1,0,,,,,
3330,7,28.1,0.252286345,13.59,52.1,0,1,0,0,1,0,,,,,
3331,3,29.3,0.211466165,12.16,47.3,0,0,0,1,1,0,,,,,
3332,3,27.3,0.299772586,13.82,56.3,0,0,1,0,1,0,,,,,
3333,7,33.1,0.26081802,12.05,55.1,0,0,1,0,1,0,,,,,
3334,3,28.3,0.399889686,10.36,57.3,1,0,0,0,1,0,,,,,
3335,3,31.3,0.370480142,9.64,56.3,0,0,1,0,1,0,,,,,
3336,6,32.2,0.253592561,10.14,50.2,1,0,0,0,1,0,,,,,
3337,6,28.2,0.322773461,11.95,55.2,0,0,1,0,1,0,,,,,
3338,8,27,0.178292846,12.82,43,1,0,0,0,1,0,,,,,
3339,3,30.3,0.252175009,11.33,50.3,0,0,1,0,1,0,,,,,
3340,7,28.1,0.238536973,10.78,46.1,0,1,0,0,1,0,,,,,
3341,8,32,0.31432907,13.18,61,0,0,0,1,1,0,,,,,
3342,3,33.3,0.426439232,10.05,63.3,0,1,0,0,1,0,,,,,
3343,7,32.1,0.234799802,11.56,51.1,0,0,1,0,1,0,,,,,
3344,4,32.4,0.265405031,12.38,55.4,0,0,1,0,1,0,,,,,
3345,6,29.2,0.25210084,11.9,50.2,0,0,1,0,1,0,,,,,
3346,3,29.3,0.256178421,9.48,46.3,0,0,1,0,1,0,,,,,
3347,7,31.1,0.269541779,13.78,57.1,0,0,1,0,0,1,,,,,
3348,9,30,0.328256303,10.88,55,0,0,1,0,1,0,,,,,
3349,6,27.2,0.254623425,10.66,46.2,0,0,1,0,1,0,,,,,
3350,3,33.3,0.182648402,10.95,47.3,1,0,0,0,0,1,,,,,
3351,3,31.3,0.277599829,13.38,57.3,0,0,1,0,1,0,,,,,
3352,5,33.5,0.196260717,13.83,52.5,0,1,0,0,1,0,,,,,
3353,6,33.2,0.377142857,12.5,66.2,1,0,0,0,1,0,,,,,
3354,7,29.1,0.28423134,11.56,52.1,0,0,0,1,1,0,,,,,
3355,6,33.2,0.192876431,11.11,48.2,0,0,0,1,1,0,,,,,
3356,7,28.1,0.452079566,9.48,58.1,0,0,0,1,0,1,,,,,
3357,4,30.4,0.349172613,9.41,53.4,1,0,0,0,1,0,,,,,
3358,4,29.4,0.237107291,12.05,49.4,0,0,1,0,1,0,,,,,
3359,7,30.1,0.257189619,12.22,52.1,0,0,1,0,1,0,,,,,
3360,5,31.5,0.244010648,12.88,53.5,1,0,0,0,1,0,,,,,
3361,6,32.2,0.209008256,13.67,52.2,0,0,1,0,0,1,,,,,
3362,4,29.4,0.327779295,10.46,53.4,1,0,0,0,1,0,,,,,
3363,9,30,0.307363357,10.69,53,0,1,0,0,1,0,,,,,
3364,4,28.4,0.259268862,11.02,48.4,0,1,0,0,1,0,,,,,
3365,8,30,0.354557542,9.67,54,0,0,1,0,1,0,,,,,
3366,8,33,0.261551874,11.47,54,0,0,1,0,1,0,,,,,
3367,6,28.2,0.330396476,9.08,49.2,0,0,1,0,1,0,,,,,
3368,9,29,0.144196107,13.87,43,1,0,0,0,1,0,,,,,
3369,6,28.2,0.203057812,11.96,45.2,0,0,1,0,1,0,,,,,
3370,8,31,0.346594334,9.48,54,0,0,0,1,1,0,,,,,
3371,9,30,0.223419635,10.87,47,0,0,1,0,1,0,,,,,
3372,6,28.2,0.361480625,9.88,53.2,1,0,0,0,1,0,,,,,
3373,5,33.5,0.264942772,13.48,58.5,0,0,0,1,1,0,,,,,
3374,5,29.5,0.193777586,13.27,47.5,0,1,0,0,1,0,,,,,
3375,5,28.5,0.319311398,10.29,51.5,0,0,0,1,1,0,,,,,
3376,4,29.4,0.303628359,9.41,49.4,0,1,0,0,1,0,,,,,
3377,7,29.1,0.308239478,12.05,55.1,0,0,1,0,1,0,,,,,
3378,8,29,0.28595258,11.99,53,1,0,0,0,1,0,,,,,
3379,8,31,0.233808744,12.22,51,0,1,0,0,1,0,,,,,
3380,3,31.3,0.244723157,9.34,47.3,0,0,0,1,1,0,,,,,
3381,9,28,0.253031102,13.55,52,1,0,0,0,1,0,,,,,
3382,6,33.2,0.307219662,9.3,53.2,0,0,1,0,1,0,,,,,
3383,4,28.4,0.31282586,13.7,58.4,0,1,0,0,1,0,,,,,
3384,6,32.2,0.246555475,9.85,49.2,0,0,1,0,1,0,,,,,
3385,3,33.3,0.170068027,13.44,49.3,0,1,0,0,1,0,,,,,
3386,5,30.5,0.215590605,12.59,49.5,0,0,1,0,1,0,,,,,
3387,8,32,0.331085224,11.65,59,0,0,1,0,1,0,,,,,
3388,4,28.4,0.33471683,10.67,53.4,1,0,0,0,1,0,,,,,
3389,6,32.2,0.293290969,11.69,56.2,0,0,0,1,0,1,,,,,
3390,5,29.5,0.295253236,12.58,55.5,1,0,0,0,1,0,,,,,
3391,8,27,0.293944738,9.72,47,0,0,0,1,1,0,,,,,
3392,5,30.5,0.281114235,11.18,52.5,0,0,0,1,1,0,,,,,
3393,7,29.1,0.422006877,9.14,56.1,0,0,1,0,1,0,,,,,
3394,6,31.2,0.279862613,11.23,53.2,1,0,0,0,1,0,,,,,
3395,5,32.5,0.230414747,12.4,52.5,1,0,0,0,1,0,,,,,
3396,7,27.1,0.23509888,10.33,44.1,0,0,1,0,1,0,,,,,
3397,9,30,0.329572823,11.27,56,0,1,0,0,1,0,,,,,
3398,8,28,0.24,12.5,49,0,0,1,0,1,0,,,,,
3399,5,29.5,0.160901046,12.43,43.5,0,0,0,1,1,0,,,,,
3400,8,29,0.286989796,13.44,56,0,0,0,1,1,0,,,,,
3401,6,33.2,0.311122634,11.02,57.2,0,1,0,0,1,0,,,,,
3402,7,32.1,0.303072048,10.37,54.1,1,0,0,0,0,1,,,,,
3403,3,32.3,0.276342665,11.89,55.3,0,0,1,0,1,0,,,,,
3404,8,32,0.214822771,9.31,46,0,1,0,0,1,0,,,,,
3405,8,32,0.386518244,9.24,57,0,0,0,1,1,0,,,,,
3406,8,29,0.223602484,11.5,47,0,0,1,0,1,0,,,,,
3407,6,32.2,0.337623971,13.54,64.2,1,0,0,0,1,0,,,,,
3408,6,28.2,0.194070081,13.25,46.2,0,0,0,1,1,0,,,,,
3409,3,28.3,0.314940791,11.34,53.3,0,0,0,1,1,0,,,,,
3410,7,32.1,0.355212355,9.25,55.1,0,0,1,0,1,0,,,,,
3411,6,28.2,0.368949233,9.68,53.2,0,0,1,0,1,0,,,,,
3412,7,31.1,0.353068984,10.52,57.1,0,0,0,1,1,0,,,,,
3413,9,33,0.283353011,12.1,57,0,0,1,0,1,0,,,,,
3414,8,33,0.279883382,12.25,57,0,0,1,0,1,0,,,,,
3415,7,28.1,0.21462106,10.65,44.1,1,0,0,0,1,0,,,,,
3416,9,31,0.351864884,10.15,56,0,0,1,0,1,0,,,,,
3417,7,27.1,0.323339212,9.72,49.1,0,0,1,0,0,1,,,,,
3418,8,27,0.148920328,13.43,41,0,1,0,0,1,0,,,,,
3419,7,29.1,0.199203187,10.04,43.1,0,0,1,0,1,0,,,,,
3420,4,31.4,0.186741363,12.24,47.4,0,0,1,0,1,0,,,,,
3421,7,29.1,0.243928306,13.47,52.1,0,1,0,0,1,0,,,,,
3422,5,27.5,0.196705188,11.62,43.5,0,0,0,1,1,0,,,,,
3423,3,27.3,0.208741031,10.95,43.3,1,0,0,0,1,0,,,,,
3424,6,32.2,0.326723749,12.68,61.2,0,0,1,0,1,0,,,,,
3425,7,33.1,0.271313785,13.69,59.1,1,0,0,0,1,0,,,,,
3426,6,27.2,0.303434883,11.77,52.2,0,1,0,0,1,0,,,,,
3427,8,27,0.258034248,12.18,49,0,0,1,0,1,0,,,,,
3428,5,32.5,0.413871842,10.01,61.5,0,0,1,0,1,0,,,,,
3429,6,32.2,0.152788388,13.09,46.2,1,0,0,0,1,0,,,,,
3430,3,29.3,0.17393321,12.32,44.3,0,0,0,1,1,0,,,,,
3431,5,31.5,0.337941628,9.3,53.5,0,0,1,0,1,0,,,,,
3432,5,28.5,0.295420975,13.54,56.5,0,0,1,0,1,0,,,,,
3433,7,28.1,0.369580668,10.05,54.1,0,1,0,0,1,0,,,,,
3434,8,28,0.275520044,10.37,48,0,0,1,0,1,0,,,,,
3435,5,32.5,0.283165794,10.09,52.5,0,0,1,0,1,0,,,,,
3436,9,27,0.238492726,11.98,47,0,0,1,0,1,0,,,,,
3437,7,30.1,0.221584984,10.96,47.1,0,0,1,0,1,0,,,,,
3438,8,30,0.428709722,10.33,61,0,1,0,0,1,0,,,,,
3439,4,29.4,0.204081633,11.9,46.4,0,0,1,0,1,0,,,,,
3440,5,27.5,0.216632567,11.87,45.5,1,0,0,0,1,0,,,,,
3441,6,29.2,0.215633423,10.6,45.2,1,0,0,0,1,0,,,,,
3442,3,29.3,0.237874983,10.81,47.3,0,0,1,0,1,0,,,,,
3443,4,32.4,0.390182505,11.35,63.4,0,0,1,0,1,0,,,,,
3444,5,32.5,0.229238304,13.71,54.5,0,0,0,1,1,0,,,,,
3445,7,27.1,0.18206093,11.77,42.1,0,0,0,1,1,0,,,,,
3446,8,28,0.303628359,9.41,48,1,0,0,0,1,0,,,,,
3447,9,30,0.206511176,11.76,47,0,0,0,1,1,0,,,,,
3448,8,31,0.247015233,13.88,55,0,0,1,0,1,0,,,,,
3449,3,31.3,0.209112921,12.98,50.3,0,1,0,0,1,0,,,,,
3450,5,32.5,0.295918367,14,61.5,0,0,0,1,1,0,,,,,
3451,6,28.2,0.329987625,10.39,52.2,0,1,0,0,1,0,,,,,
3452,5,31.5,0.236212386,13.91,54.5,0,0,1,0,1,0,,,,,
3453,9,33,0.253251986,12.41,55,0,0,0,1,0,1,,,,,
3454,7,30.1,0.320786997,13.36,60.1,0,0,0,1,1,0,,,,,
3455,4,32.4,0.281114235,11.18,54.4,0,0,1,0,1,0,,,,,
3456,5,31.5,0.293901543,13.61,59.5,0,1,0,0,1,0,,,,,
3457,8,30,0.19118428,13.45,48,0,0,1,0,1,0,,,,,
3458,6,29.2,0.266629245,10.18,48.2,0,0,0,1,1,0,,,,,
3459,7,28.1,0.194285714,12.5,45.1,0,0,1,0,1,0,,,,,
3460,5,28.5,0.26185627,9.82,46.5,0,0,1,0,1,0,,,,,
3461,5,29.5,0.239592692,9.54,45.5,1,0,0,0,1,0,,,,,
3462,7,29.1,0.340488527,9.65,52.1,0,1,0,0,1,0,,,,,
3463,4,30.4,0.354064039,9.28,53.4,0,0,1,0,1,0,,,,,
3464,5,29.5,0.297192048,13.94,58.5,0,0,0,1,1,0,,,,,
3465,5,33.5,0.146950771,13.61,47.5,0,0,0,1,1,0,,,,,
3466,6,28.2,0.153491942,13.03,42.2,0,0,1,0,1,0,,,,,
3467,7,30.1,0.443951165,9.01,58.1,0,1,0,0,1,0,,,,,
3468,8,31,0.371057514,9.24,55,1,0,0,0,1,0,,,,,
3469,8,33,0.27446137,10.41,53,0,0,1,0,1,0,,,,,
3470,8,28,0.230002556,11.18,46,0,0,1,0,1,0,,,,,
3471,8,31,0.29538131,10.64,53,0,0,1,0,1,0,,,,,
3472,7,27.1,0.18356549,13.23,44.1,0,0,0,1,1,0,,,,,
3473,8,31,0.268486408,12.77,55,0,0,1,0,1,0,,,,,
3474,5,33.5,0.308103112,13.91,63.5,0,1,0,0,0,1,,,,,
3475,9,30,0.284659989,13.55,57,0,0,0,1,1,0,,,,,
3476,5,28.5,0.250110343,9.71,45.5,0,0,1,0,1,0,,,,,
3477,6,27.2,0.173554615,13.17,43.2,1,0,0,0,1,0,,,,,
3478,7,30.1,0.250626566,11.4,50.1,0,0,1,0,1,0,,,,,
3479,5,32.5,0.281880708,12.67,57.5,0,0,1,0,1,0,,,,,
3480,4,28.4,0.229885057,13.05,49.4,1,0,0,0,1,0,,,,,
3481,6,31.2,0.257611241,12.2,53.2,1,0,0,0,1,0,,,,,
3482,4,33.4,0.209597352,12.95,52.4,0,0,0,1,1,0,,,,,
3483,4,30.4,0.247371676,11.55,50.4,0,0,1,0,1,0,,,,,
3484,5,28.5,0.295159386,12.1,53.5,1,0,0,0,1,0,,,,,
3485,9,31,0.418118467,10.25,61,0,0,1,0,1,0,,,,,
3486,4,29.4,0.217273221,10.52,45.4,0,0,1,0,1,0,,,,,
3487,7,30.1,0.269541779,11.66,52.1,0,0,1,0,1,0,,,,,
3488,3,33.3,0.278388278,9.75,52.3,0,1,0,0,1,0,,,,,
3489,8,33,0.359562993,10.33,59,1,0,0,0,1,0,,,,,
3490,7,31.1,0.235220323,9.11,46.1,0,0,1,0,1,0,,,,,
3491,5,30.5,0.268326715,13.31,55.5,0,0,0,1,1,0,,,,,
3492,5,27.5,0.299791449,10.96,50.5,1,0,0,0,1,0,,,,,
3493,6,27.2,0.291262136,10.3,48.2,0,0,0,1,1,0,,,,,
3494,7,31.1,0.24116896,10.07,48.1,1,0,0,0,1,0,,,,,
3495,8,33,0.227434257,10.05,49,0,0,1,0,1,0,,,,,
3496,4,32.4,0.268136452,9.59,50.4,1,0,0,0,1,0,,,,,
3497,5,27.5,0.346058181,13.21,59.5,0,1,0,0,0,1,,,,,
3498,8,28,0.147601476,13.55,42,1,0,0,0,1,0,,,,,
3499,3,31.3,0.332871012,10.3,55.3,0,0,0,1,0,1,,,,,
3500,4,33.4,0.333333333,9,54.4,1,0,0,0,1,0,,,,,
3501,7,27.1,0.311737598,10.54,50.1,1,0,0,0,1,0,,,,,
3502,9,30,0.361846866,9.87,55,0,0,0,1,1,0,,,,,
3503,3,31.3,0.372224361,11.13,60.3,0,1,0,0,1,0,,,,,
3504,7,29.1,0.161877782,10.59,41.1,0,0,0,1,0,1,,,,,
3505,8,33,0.285974262,10.99,55,1,0,0,0,1,0,,,,,
3506,6,33.2,0.321199143,9.34,54.2,0,1,0,0,1,0,,,,,
3507,7,30.1,0.223388808,12.79,50.1,0,0,0,1,1,0,,,,,
3508,7,33.1,0.276173738,11.38,55.1,1,0,0,0,1,0,,,,,
3509,8,30,0.225076129,10.79,47,1,0,0,0,1,0,,,,,
3510,6,31.2,0.31225605,9.15,51.2,0,1,0,0,1,0,,,,,
3511,4,31.4,0.141013125,13.17,44.4,0,0,1,0,0,1,,,,,
3512,6,33.2,0.321802092,12.43,61.2,0,0,1,0,1,0,,,,,
3513,7,28.1,0.252438325,12.45,50.1,0,1,0,0,0,1,,,,,
3514,8,29,0.235349494,12.14,49,0,0,1,0,1,0,,,,,
3515,4,31.4,0.256752593,13.91,56.4,1,0,0,0,1,0,,,,,
3516,5,31.5,0.277842093,12.34,55.5,0,0,1,0,1,0,,,,,
3517,3,28.3,0.272685957,9.43,46.3,0,0,0,1,1,0,,,,,
3518,5,28.5,0.17699115,11.3,42.5,0,0,1,0,1,0,,,,,
3519,6,31.2,0.289888683,12.32,56.2,0,1,0,0,1,0,,,,,
3520,4,32.4,0.236212386,13.91,55.4,0,0,1,0,1,0,,,,,
3521,8,29,0.309437855,11.08,53,0,0,0,1,1,0,,,,,
3522,3,29.3,0.29455081,12.61,55.3,0,0,1,0,1,0,,,,,
3523,3,31.3,0.333991195,9.41,53.3,0,0,1,0,1,0,,,,,
3524,3,28.3,0.159212621,9.87,39.3,1,0,0,0,0,1,,,,,
3525,4,27.4,0.295103957,10.65,49.4,1,0,0,0,1,0,,,,,
3526,8,31,0.385449289,11.86,63,0,0,1,0,1,0,,,,,
3527,8,33,0.250846607,11.39,53,0,1,0,0,1,0,,,,,
3528,7,27.1,0.337091712,12.29,56.1,0,0,1,0,1,0,,,,,
3529,5,33.5,0.174591763,13.91,50.5,0,1,0,0,1,0,,,,,
3530,7,29.1,0.2839211,9.56,48.1,1,0,0,0,0,1,,,,,
3531,4,29.4,0.346582909,13.19,61.4,0,0,1,0,1,0,,,,,
3532,7,28.1,0.265721878,11.29,49.1,0,0,1,0,1,0,,,,,
3533,5,31.5,0.184994861,13.9,49.5,0,0,1,0,1,0,,,,,
3534,6,30.2,0.310237849,9.67,51.2,0,0,1,0,1,0,,,,,
3535,4,30.4,0.246837396,9.26,46.4,0,0,1,0,1,0,,,,,
3536,7,30.1,0.171798599,10.81,43.1,0,0,0,1,1,0,,,,,
3537,8,31,0.256096203,12.83,54,0,1,0,0,1,0,,,,,
3538,4,32.4,0.23923445,12.54,53.4,1,0,0,0,0,1,,,,,
3539,6,31.2,0.24291498,12.35,52.2,1,0,0,0,1,0,,,,,
3540,9,30,0.395408163,11.2,61,1,0,0,0,0,1,,,,,
3541,8,28,0.230208467,11.17,46,1,0,0,0,1,0,,,,,
3542,3,32.3,0.295340188,13.06,59.3,0,1,0,0,1,0,,,,,
3543,7,29.1,0.221382993,10.97,46.1,0,0,1,0,1,0,,,,,
3544,7,33.1,0.257536737,9.43,50.1,0,0,1,0,1,0,,,,,
3545,4,30.4,0.265619587,12.37,53.4,0,0,1,0,0,1,,,,,
3546,7,29.1,0.273914876,13.56,55.1,0,0,1,0,1,0,,,,,
3547,7,30.1,0.20912299,10.93,46.1,0,0,0,1,1,0,,,,,
3548,7,31.1,0.333778371,12.84,61.1,0,0,0,1,1,0,,,,,
3549,6,27.2,0.317781309,9.89,49.2,0,1,0,0,1,0,,,,,
3550,8,30,0.27820281,10.27,50,0,0,0,1,1,0,,,,,
3551,5,28.5,0.267705038,11.74,50.5,0,0,1,0,1,0,,,,,
3552,3,29.3,0.340921588,12.99,60.3,0,0,0,1,1,0,,,,,
3553,4,27.4,0.29154519,12.74,53.4,0,0,1,0,1,0,,,,,
3554,9,30,0.341367539,13.81,63,0,0,1,0,1,0,,,,,
3555,8,27,0.288184438,10.41,48,0,1,0,0,1,0,,,,,
3556,7,32.1,0.249968754,11.43,52.1,0,0,1,0,1,0,,,,,
3557,8,31,0.450180072,9.52,61,0,0,1,0,0,1,,,,,
3558,9,28,0.393907563,10.88,58,0,0,1,0,1,0,,,,,
3559,5,31.5,0.37993921,11.28,61.5,0,0,1,0,1,0,,,,,
3560,3,32.3,0.323206206,13.26,62.3,0,1,0,0,1,0,,,,,
3561,3,28.3,0.37993921,9.4,53.3,0,0,1,0,1,0,,,,,
3562,7,27.1,0.253093363,10.16,45.1,0,1,0,0,1,0,,,,,
3563,9,32,0.333979746,13.26,63,0,1,0,0,1,0,,,,,
3564,5,29.5,0.168728909,12.7,44.5,0,0,0,1,1,0,,,,,
3565,8,30,0.319061342,13.88,61,0,1,0,0,1,0,,,,,
3566,6,28.2,0.312174818,9.61,49.2,0,1,0,0,1,0,,,,,
3567,8,27,0.261125014,13.13,51,0,0,1,0,1,0,,,,,
3568,9,31,0.282885431,13.13,57,0,0,1,0,1,0,,,,,
3569,6,27.2,0.280112045,10.2,47.2,1,0,0,0,0,1,,,,,
3570,6,28.2,0.25210084,10.2,46.2,0,0,0,1,1,0,,,,,
3571,4,27.4,0.312913708,11.87,53.4,0,1,0,0,1,0,,,,,
3572,6,31.2,0.1987032,13.66,50.2,0,0,1,0,1,0,,,,,
3573,8,33,0.22193669,12.23,52,0,0,0,1,1,0,,,,,
3574,8,32,0.148334094,12.52,45,0,0,0,1,1,0,,,,,
3575,7,32.1,0.186741363,12.24,48.1,0,0,1,0,0,1,,,,,
3576,7,27.1,0.439327375,9.43,56.1,0,0,1,0,1,0,,,,,
3577,4,33.4,0.27173913,11.04,54.4,0,0,1,0,0,1,,,,,
3578,5,28.5,0.386904762,9.6,54.5,0,0,1,0,1,0,,,,,
3579,6,29.2,0.38052957,9.01,53.2,0,0,1,0,1,0,,,,,
3580,4,30.4,0.214899713,13.96,51.4,1,0,0,0,1,0,,,,,
3581,4,32.4,0.281690141,10.65,53.4,0,0,1,0,1,0,,,,,
3582,8,32,0.200760778,13.52,51,0,0,0,1,1,0,,,,,
3583,8,27,0.276416635,11.37,49,1,0,0,0,1,0,,,,,
3584,6,27.2,0.253405131,9.02,43.2,0,0,1,0,0,1,,,,,
3585,4,32.4,0.16150345,9.73,43.4,0,0,1,0,1,0,,,,,
3586,5,27.5,0.297371238,12.01,52.5,0,0,1,0,1,0,,,,,
3587,8,27,0.286909743,11.95,51,0,0,0,1,1,0,,,,,
3588,4,27.4,0.2839211,9.56,46.4,0,1,0,0,1,0,,,,,
3589,8,27,0.347327092,9.46,50,0,0,1,0,1,0,,,,,
3590,6,29.2,0.279873449,11.74,52.2,0,1,0,0,1,0,,,,,
3591,7,31.1,0.218593288,11.11,48.1,1,0,0,0,1,0,,,,,
3592,4,30.4,0.24606972,10.45,48.4,1,0,0,0,1,0,,,,,
3593,6,29.2,0.272108844,9.45,47.2,1,0,0,0,1,0,,,,,
3594,4,33.4,0.239182431,13.14,55.4,0,0,0,1,1,0,,,,,
3595,7,32.1,0.20451989,13.97,52.1,0,1,0,0,1,0,,,,,
3596,7,32.1,0.278869312,11.27,54.1,0,0,1,0,1,0,,,,,
3597,9,28,0.232621784,10.44,45,0,1,0,0,1,0,,,,,
3598,9,27,0.257981296,13.29,51,0,0,1,0,1,0,,,,,
3599,3,29.3,0.180679354,11.86,44.3,0,0,1,0,1,0,,,,,
3600,6,32.2,0.210393436,13.58,52.2,0,0,0,1,1,0,,,,,
3601,6,27.2,0.183297056,12.47,43.2,0,0,1,0,1,0,,,,,
3602,7,29.1,0.331336817,11.21,55.1,0,0,1,0,1,0,,,,,
3603,7,28.1,0.197358433,9.41,41.1,0,0,1,0,1,0,,,,,
3604,5,30.5,0.183330983,10.13,43.5,0,0,1,0,1,0,,,,,
3605,5,31.5,0.262249827,10.35,50.5,0,1,0,0,1,0,,,,,
3606,3,32.3,0.191754554,13.41,50.3,0,1,0,0,1,0,,,,,
3607,4,33.4,0.16307893,13.14,48.4,0,0,1,0,1,0,,,,,
3608,6,31.2,0.352283771,11.76,60.2,0,0,0,1,1,0,,,,,
3609,7,29.1,0.261324042,9.84,47.1,0,0,0,1,0,1,,,,,
3610,5,27.5,0.19106408,9.72,40.5,1,0,0,0,1,0,,,,,
3611,5,33.5,0.268817204,11.16,54.5,1,0,0,0,1,0,,,,,
3612,7,29.1,0.314769976,11.8,55.1,1,0,0,0,0,1,,,,,
3613,4,29.4,0.258084105,9.41,46.4,0,0,0,1,1,0,,,,,
3614,5,28.5,0.33825685,12.67,58.5,0,1,0,0,1,0,,,,,
3615,8,27,0.269058296,11.15,48,0,1,0,0,1,0,,,,,
3616,8,28,0.289017341,10.38,49,0,0,1,0,1,0,,,,,
3617,3,27.3,0.302758466,12.74,54.3,1,0,0,0,1,0,,,,,
3618,6,29.2,0.339847069,11.77,57.2,1,0,0,0,1,0,,,,,
3619,7,29.1,0.212743325,13.43,49.1,0,0,1,0,1,0,,,,,
3620,6,32.2,0.340947835,12.57,62.2,0,0,0,1,1,0,,,,,
3621,7,33.1,0.257493048,13.87,58.1,0,0,1,0,1,0,,,,,
3622,3,28.3,0.269541779,12.72,52.3,0,0,1,0,1,0,,,,,
3623,4,30.4,0.360902256,9.5,54.4,0,0,1,0,1,0,,,,,
3624,3,27.3,0.366300366,9.36,51.3,0,0,1,0,1,0,,,,,
3625,8,29,0.226002141,12.01,48,1,0,0,0,1,0,,,,,
3626,5,28.5,0.275447602,11.41,50.5,1,0,0,0,1,0,,,,,
3627,7,31.1,0.43421624,9.87,61.1,0,0,1,0,1,0,,,,,
3628,3,32.3,0.330132053,9.52,54.3,0,0,0,1,1,0,,,,,
3629,6,33.2,0.25529199,13.43,57.2,1,0,0,0,0,1,,,,,
3630,8,32,0.283446712,10.08,52,0,0,1,0,1,0,,,,,
3631,4,32.4,0.290514084,11.31,55.4,0,0,1,0,1,0,,,,,
3632,4,33.4,0.21111893,10.15,48.4,0,0,0,1,1,0,,,,,
3633,4,29.4,0.238691968,11.97,49.4,0,0,0,1,1,0,,,,,
3634,7,33.1,0.394390885,9.78,60.1,0,0,1,0,1,0,,,,,
3635,7,33.1,0.290360046,9.84,53.1,0,0,1,0,1,0,,,,,
3636,6,33.2,0.21629416,13.87,54.2,0,0,1,0,1,0,,,,,
3637,7,33.1,0.346481876,10.72,59.1,0,0,1,0,1,0,,,,,
3638,6,29.2,0.275003618,9.87,48.2,0,0,1,0,1,0,,,,,
3639,3,30.3,0.356506239,11.22,58.3,1,0,0,0,1,0,,,,,
3640,8,32,0.236220472,12.7,53,0,0,0,1,1,0,,,,,
3641,9,31,0.298284862,13.41,59,0,0,1,0,1,0,,,,,
3642,3,32.3,0.167926113,11.91,46.3,0,1,0,0,1,0,,,,,
3643,5,33.5,0.332225914,9.03,54.5,0,0,0,1,1,0,,,,,
3644,3,29.3,0.291307388,12.26,54.3,0,0,1,0,1,0,,,,,
3645,8,28,0.287323296,12.43,53,0,1,0,0,1,0,,,,,
3646,6,30.2,0.335476656,10.22,54.2,0,1,0,0,1,0,,,,,
3647,9,31,0.186335404,11.5,46,0,0,1,0,1,0,,,,,
3648,5,28.5,0.313283208,9.12,48.5,0,0,1,0,0,1,,,,,
3649,4,31.4,0.321684457,9.77,53.4,0,0,1,0,1,0,,,,,
3650,6,32.2,0.204446716,11.18,48.2,0,0,0,1,1,0,,,,,
3651,7,29.1,0.250626566,11.4,49.1,0,0,0,1,1,0,,,,,
3652,5,28.5,0.30283081,10.85,51.5,0,0,0,1,1,0,,,,,
3653,6,29.2,0.32684189,10.49,53.2,0,0,1,0,1,0,,,,,
3654,6,32.2,0.303434883,11.77,57.2,0,0,1,0,1,0,,,,,
3655,7,31.1,0.275689223,11.4,53.1,0,0,0,1,1,0,,,,,
3656,6,28.2,0.20569783,13.89,48.2,0,0,0,1,1,0,,,,,
3657,7,33.1,0.26045058,10.97,53.1,0,0,0,1,1,0,,,,,
3658,6,32.2,0.266569732,11.79,54.2,0,0,0,1,1,0,,,,,
3659,6,29.2,0.423861852,9.1,56.2,0,1,0,0,1,0,,,,,
3660,8,33,0.233766234,11,51,0,0,1,0,1,0,,,,,
3661,8,33,0.341436766,10.46,58,1,0,0,0,1,0,,,,,
3662,7,29.1,0.282885431,9.09,47.1,1,0,0,0,0,1,,,,,
3663,6,29.2,0.318436368,13.01,58.2,0,0,1,0,1,0,,,,,
3664,6,28.2,0.309437855,11.08,52.2,0,0,1,0,1,0,,,,,
3665,9,32,0.361663653,11.85,62,0,0,1,0,1,0,,,,,
3666,4,33.4,0.279613625,11.24,55.4,0,1,0,0,1,0,,,,,
3667,6,31.2,0.294406281,10.19,52.2,0,0,0,1,1,0,,,,,
3668,3,29.3,0.238456536,13.18,51.3,1,0,0,0,1,0,,,,,
3669,7,29.1,0.256410256,11.7,50.1,1,0,0,0,1,0,,,,,
3670,8,27,0.386407546,12.57,61,0,0,1,0,1,0,,,,,
3671,8,32,0.259185852,9.37,49,0,1,0,0,1,0,,,,,
3672,8,29,0.22643063,13.88,51,0,0,0,1,1,0,,,,,
3673,6,27.2,0.237196765,13.25,49.2,0,0,1,0,1,0,,,,,
3674,5,33.5,0.416088766,9.27,60.5,0,0,1,0,1,0,,,,,
3675,5,29.5,0.25535537,10.07,47.5,0,0,1,0,1,0,,,,,
3676,5,29.5,0.2281658,11.27,47.5,0,0,0,1,1,0,,,,,
3677,4,27.4,0.31262743,10.51,50.4,0,0,0,1,1,0,,,,,
3678,6,29.2,0.285714286,9,47.2,0,1,0,0,1,0,,,,,
3679,8,27,0.423728814,9.44,55,0,0,0,1,1,0,,,,,
3680,5,27.5,0.220970059,12.93,47.5,0,0,1,0,1,0,,,,,
3681,6,27.2,0.333778371,10.7,52.2,0,0,1,0,1,0,,,,,
3682,6,31.2,0.347177575,11.11,58.2,1,0,0,0,1,0,,,,,
3683,5,27.5,0.278594645,9.23,45.5,0,0,0,1,1,0,,,,,
3684,8,29,0.276342665,11.89,52,0,0,1,0,1,0,,,,,
3685,9,28,0.308495491,12.04,54,1,0,0,0,1,0,,,,,
